promedio,porcentaje_creditos,nota_asignatura,nota_entrevista,tipo_monitoria,semestre_asignatura,creditos_asignatura,num_postulantes,num_monitores_requeridos,seleccionado,ratio_competencia,puntaje_formula
4.51,83.4,3.31,2.91,nee,6,2,11,1,0,0.0909,3.51
4.53,32.7,3.16,4.87,acreditacion,5,3,3,1,1,0.3333,4.255
4.67,51.7,4.54,3.16,acreditacion,5,3,3,1,0,0.3333,4.027
4.14,43.6,3.42,3.93,acreditacion,5,3,3,1,0,0.3333,3.84
4.37,58.4,4.78,3.86,acreditacion,4,3,10,1,1,0.1,4.289
4.41,55.8,4.98,3.36,acreditacion,4,3,10,1,0,0.1,4.161
4.65,59.1,4.72,3.3,acreditacion,4,3,10,1,0,0.1,4.131
3.81,48.8,3.8,4.4,acreditacion,4,3,10,1,0,0.1,4.043
3.85,72.0,3.49,4.52,acreditacion,4,3,10,1,0,0.1,4.01
4.59,58.9,4.28,3.26,acreditacion,4,3,10,1,0,0.1,3.965
4.35,90.5,3.81,3.63,acreditacion,4,3,10,1,0,0.1,3.9
3.81,48.8,3.83,3.66,acreditacion,4,3,10,1,0,0.1,3.756
4.26,66.1,4.38,2.9,acreditacion,4,3,10,1,0,0.1,3.752
4.67,51.7,3.68,2.86,acreditacion,4,3,10,1,0,0.1,3.649
4.12,36.3,4.93,4.76,biblioteca,6,2,8,1,1,0.125,4.619
3.85,51.1,4.63,4.83,biblioteca,6,2,8,1,0,0.125,4.476
3.67,92.4,3.32,4.99,biblioteca,6,2,8,1,0,0.125,4.093
3.86,73.6,4.73,3.55,biblioteca,6,2,8,1,0,0.125,3.997
3.66,61.9,3.1,4.86,biblioteca,6,2,8,1,0,0.125,3.972
4.54,58.3,4.44,2.97,biblioteca,6,2,8,1,0,0.125,3.882
3.87,61.3,3.9,2.85,biblioteca,6,2,8,1,0,0.125,3.471
3.96,69.1,3.48,2.81,biblioteca,6,2,8,1,0,0.125,3.356
3.67,92.4,4.2,4.61,cultural,5,3,9,4,1,0.4444,4.205
4.13,75.4,4.35,3.21,cultural,5,3,9,4,1,0.4444,3.828
3.96,69.1,3.48,3.96,cultural,5,3,9,4,1,0.4444,3.816
4.29,53.3,3.73,3.51,cultural,5,3,9,4,1,0.4444,3.81
3.59,72.1,3.79,3.64,cultural,5,3,9,4,0,0.4444,3.67
4.45,53.6,3.99,2.73,cultural,5,3,9,4,0,0.4444,3.624
4.38,75.5,3.1,3.2,cultural,5,3,9,4,0,0.4444,3.524
4.18,82.9,3.27,3.16,cultural,5,3,9,4,0,0.4444,3.499
4.41,61.5,3.02,2.77,cultural,5,3,9,4,0,0.4444,3.337
4.35,56.9,4.01,4.41,nee,4,3,5,4,1,0.8,4.272
3.57,66.5,3.56,4.97,nee,4,3,5,4,1,0.8,4.127
4.39,63.2,4.36,2.8,nee,4,3,5,4,1,0.8,3.745
3.97,57.7,4.11,2.68,nee,4,3,5,4,1,0.8,3.496
3.52,56.1,4.14,2.99,nee,4,3,5,4,0,0.8,3.494
4.53,56.8,4.88,4.39,regimenes_especiales,5,4,10,4,1,0.4,4.579
4.63,83.0,3.33,4.98,regimenes_especiales,5,4,10,4,1,0.4,4.38
4.69,32.4,4.21,3.79,regimenes_especiales,5,4,10,4,1,0.4,4.186
4.8,94.8,4.48,3.25,regimenes_especiales,5,4,10,4,1,0.4,4.084
4.53,57.3,3.95,3.64,regimenes_especiales,5,4,10,4,0,0.4,4.0
4.84,58.5,3.4,3.77,regimenes_especiales,5,4,10,4,0,0.4,3.98
3.83,46.2,4.59,3.35,regimenes_especiales,5,4,10,4,0,0.4,3.866
3.64,67.2,3.66,4.03,regimenes_especiales,5,4,10,4,0,0.4,3.802
4.09,62.8,4.0,2.61,regimenes_especiales,5,4,10,4,0,0.4,3.471
3.57,59.3,3.27,3.33,regimenes_especiales,5,4,10,4,0,0.4,3.384
4.07,65.2,4.8,4.68,permanencia_graduacion,6,3,9,4,1,0.4444,4.533
4.84,58.5,4.26,3.99,permanencia_graduacion,6,3,9,4,1,0.4444,4.326
5.0,39.7,3.96,3.81,permanencia_graduacion,6,3,9,4,1,0.4444,4.212
3.73,75.3,4.94,3.95,permanencia_graduacion,6,3,9,4,1,0.4444,4.181
4.7,30.7,3.53,4.14,permanencia_graduacion,6,3,9,4,0,0.4444,4.125
4.68,83.0,3.83,3.27,permanencia_graduacion,6,3,9,4,0,0.4444,3.861
4.67,37.9,3.46,2.63,permanencia_graduacion,6,3,9,4,0,0.4444,3.491
3.9,87.8,3.66,2.77,permanencia_graduacion,6,3,9,4,0,0.4444,3.376
3.85,39.3,3.95,2.54,permanencia_graduacion,6,3,9,4,0,0.4444,3.356
4.26,48.6,4.7,4.32,academica,5,4,7,4,1,0.5714,4.416
4.67,51.7,4.15,4.25,academica,5,4,7,4,1,0.5714,4.346
4.17,94.0,4.22,3.68,academica,5,4,7,4,1,0.5714,3.989
4.41,61.5,3.84,3.53,academica,5,4,7,4,1,0.5714,3.887
4.09,32.3,4.64,3.11,academica,5,4,7,4,0,0.5714,3.863
4.45,53.6,3.38,3.6,academica,5,4,7,4,0,0.5714,3.789
4.07,33.3,3.41,3.75,academica,5,4,7,4,0,0.5714,3.744
4.53,57.3,4.44,4.11,academica,6,3,11,2,1,0.1818,4.335
4.58,31.8,3.71,4.43,academica,6,3,11,2,1,0.1818,4.259
4.13,75.4,4.39,4.03,academica,6,3,11,2,0,0.1818,4.168
4.47,30.7,4.32,3.81,academica,6,3,11,2,0,0.1818,4.161
4.35,56.9,4.82,3.36,academica,6,3,11,2,0,0.1818,4.095
4.24,86.8,4.95,3.24,academica,6,3,11,2,0,0.1818,4.053
4.61,76.0,4.12,3.06,academica,6,3,11,2,0,0.1818,3.843
4.18,82.9,3.58,3.02,academica,6,3,11,2,0,0.1818,3.536
3.66,61.9,3.41,3.31,academica,6,3,11,2,0,0.1818,3.445
3.86,93.1,3.63,2.93,academica,6,3,11,2,0,0.1818,3.419
3.54,89.4,3.38,3.12,academica,6,3,11,2,0,0.1818,3.324
5.0,39.7,4.31,4.37,academica,4,3,10,4,1,0.4,4.541
3.83,46.2,4.87,4.3,academica,4,3,10,4,1,0.4,4.33
3.68,65.4,4.09,4.74,academica,4,3,10,4,1,0.4,4.227
4.53,71.4,3.43,4.57,academica,4,3,10,4,1,0.4,4.216
4.35,56.9,3.08,4.89,academica,4,3,10,4,0,0.4,4.185
4.57,62.6,3.96,3.9,academica,4,3,10,4,0,0.4,4.119
4.7,74.2,3.58,3.93,academica,4,3,10,4,0,0.4,4.056
3.59,72.1,3.16,4.81,academica,4,3,10,4,0,0.4,3.949
4.02,30.3,4.55,2.87,academica,4,3,10,4,0,0.4,3.719
3.74,30.7,3.79,3.36,academica,4,3,10,4,0,0.4,3.603
4.22,69.5,3.22,4.35,tic,5,4,6,3,1,0.5,3.972
4.58,52.4,3.66,3.68,tic,5,4,6,3,1,0.5,3.944
4.09,32.3,4.81,3.06,tic,5,4,6,3,1,0.5,3.894
4.03,93.9,4.36,2.84,tic,5,4,6,3,0,0.5,3.653
4.86,45.6,3.47,2.75,tic,5,4,6,3,0,0.5,3.599
4.67,37.9,3.48,2.63,tic,5,4,6,3,0,0.5,3.497
4.13,40.5,4.68,4.83,biblioteca,4,3,9,2,1,0.2222,4.575
4.37,58.4,4.31,4.7,biblioteca,4,3,9,2,1,0.2222,4.484
4.53,57.3,3.95,4.13,biblioteca,4,3,9,2,0,0.2222,4.196
4.41,54.3,4.84,3.54,biblioteca,4,3,9,2,0,0.2222,4.191
3.75,32.4,4.54,4.13,biblioteca,4,3,9,2,0,0.2222,4.139
3.97,57.7,3.46,4.35,biblioteca,4,3,9,2,0,0.2222,3.969
4.92,59.2,4.7,2.59,biblioteca,4,3,9,2,0,0.2222,3.922
4.12,82.4,4.51,3.22,biblioteca,4,3,9,2,0,0.2222,3.877
4.35,67.0,3.57,2.65,biblioteca,4,3,9,2,0,0.2222,3.436
3.72,44.7,4.21,4.82,nee,4,4,12,4,1,0.3333,4.307
3.59,72.1,4.46,4.12,nee,4,4,12,4,1,0.3333,4.063
4.34,67.5,4.62,3.33,nee,4,4,12,4,1,0.3333,4.02
3.98,83.9,4.28,3.81,nee,4,4,12,4,1,0.3333,4.002
4.14,49.5,3.37,4.37,nee,4,4,12,4,0,0.3333,4.001
4.05,58.4,4.74,3.22,nee,4,4,12,4,0,0.3333,3.925
4.69,32.4,4.01,3.18,nee,4,4,12,4,0,0.3333,3.882
4.16,57.6,3.67,3.64,nee,4,4,12,4,0,0.3333,3.805
3.75,32.4,4.78,2.84,nee,4,4,12,4,0,0.3333,3.695
4.31,93.3,4.44,2.54,nee,4,4,12,4,0,0.3333,3.641
3.84,92.7,3.67,3.24,nee,4,4,12,4,0,0.3333,3.549
3.87,88.9,3.07,3.25,nee,4,4,12,4,0,0.3333,3.382
4.52,76.0,3.95,4.84,investigacion,4,4,5,2,1,0.4,4.477
4.46,39.5,3.19,4.95,investigacion,4,4,5,2,1,0.4,4.275
4.16,64.5,4.22,4.1,investigacion,4,4,5,2,0,0.4,4.154
4.89,38.6,3.81,3.57,investigacion,4,4,5,2,0,0.4,4.038
4.4,42.2,3.66,3.5,investigacion,4,4,5,2,0,0.4,3.818
4.92,78.4,4.31,4.23,nee,4,3,10,3,1,0.3,4.461
3.95,50.2,4.01,4.74,nee,4,3,10,3,1,0.3,4.284
4.98,36.0,4.91,3.25,nee,4,3,10,3,1,0.3,4.267
4.19,71.3,3.23,4.79,nee,4,3,10,3,0,0.3,4.142
4.74,73.2,3.59,4.04,nee,4,3,10,3,0,0.3,4.115
4.56,89.9,4.41,3.28,nee,4,3,10,3,0,0.3,4.003
3.98,83.9,3.47,4.38,nee,4,3,10,3,0,0.3,3.987
4.94,57.0,3.61,3.51,nee,4,3,10,3,0,0.3,3.969
4.3,35.5,4.45,2.53,nee,4,3,10,3,0,0.3,3.637
4.09,62.8,3.12,2.8,nee,4,3,10,3,0,0.3,3.283
4.38,68.8,4.51,4.68,laboratorios,4,3,10,2,1,0.2,4.539
4.91,32.6,3.31,4.37,laboratorios,4,3,10,2,1,0.2,4.214
4.38,80.7,4.08,4.16,laboratorios,4,3,10,2,0,0.2,4.202
4.92,59.2,4.1,3.68,laboratorios,4,3,10,2,0,0.2,4.178
4.18,35.5,4.1,3.76,laboratorios,4,3,10,2,0,0.2,3.988
3.83,48.6,4.21,3.54,laboratorios,4,3,10,2,0,0.2,3.828
4.26,33.0,4.41,2.7,laboratorios,4,3,10,2,0,0.2,3.681
4.14,49.5,3.16,3.62,laboratorios,4,3,10,2,0,0.2,3.638
4.32,67.2,3.44,3.12,laboratorios,4,3,10,2,0,0.2,3.576
3.84,33.3,4.13,2.65,laboratorios,4,3,10,2,0,0.2,3.451
4.92,83.1,3.91,3.78,acreditacion,1,4,5,2,1,0.4,4.161
3.56,33.5,4.02,4.52,acreditacion,1,4,5,2,1,0.4,4.082
4.75,67.6,3.66,3.8,acreditacion,1,4,5,2,0,0.4,4.043
4.88,82.7,4.17,2.73,acreditacion,1,4,5,2,0,0.4,3.807
3.8,53.5,3.23,3.01,acreditacion,1,4,5,2,0,0.4,3.313
4.58,56.6,4.99,4.84,cultural,6,3,11,1,1,0.0909,4.807
4.92,59.2,3.84,4.98,cultural,6,3,11,1,0,0.0909,4.62
4.84,58.5,4.54,4.41,cultural,6,3,11,1,0,0.0909,4.578
4.53,42.8,4.63,4.36,cultural,6,3,11,1,0,0.0909,4.492
3.76,39.0,4.96,4.11,cultural,6,3,11,1,0,0.0909,4.26
4.18,35.5,3.92,4.52,cultural,6,3,11,1,0,0.0909,4.238
4.25,75.2,3.14,4.83,cultural,6,3,11,1,0,0.0909,4.149
4.62,48.7,4.45,3.49,cultural,6,3,11,1,0,0.0909,4.117
4.35,67.0,3.06,3.52,cultural,6,3,11,1,0,0.0909,3.631
4.18,35.5,4.16,2.61,cultural,6,3,11,1,0,0.0909,3.546
3.68,76.7,3.69,2.66,cultural,6,3,11,1,0,0.0909,3.275
4.95,30.7,4.06,4.56,deportiva,6,2,11,4,1,0.3636,4.527
4.63,35.9,4.06,4.32,deportiva,6,2,11,4,1,0.3636,4.335
4.21,36.0,3.55,4.84,deportiva,6,2,11,4,1,0.3636,4.264
4.63,83.0,3.75,4.21,deportiva,6,2,11,4,1,0.3636,4.198
4.98,36.0,3.36,3.84,deportiva,6,2,11,4,0,0.3636,4.038
3.77,79.7,4.35,3.86,deportiva,6,2,11,4,0,0.3636,3.98
3.81,48.8,4.32,3.85,deportiva,6,2,11,4,0,0.3636,3.979
3.84,92.7,4.31,3.37,deportiva,6,2,11,4,0,0.3636,3.793
4.9,43.7,3.45,2.51,deportiva,6,2,11,4,0,0.3636,3.509
3.51,53.7,3.5,3.37,deportiva,6,2,11,4,0,0.3636,3.451
3.54,63.5,3.05,3.25,deportiva,6,2,11,4,0,0.3636,3.277
4.09,32.3,4.53,4.71,academica,3,4,3,1,1,0.3333,4.47
3.61,83.1,4.62,3.55,academica,3,4,3,1,0,0.3333,3.889
4.53,32.7,3.03,3.02,academica,3,4,3,1,0,0.3333,3.476
4.35,90.5,4.2,4.26,regimenes_especiales,4,3,10,1,1,0.1,4.269
4.02,30.3,3.58,4.54,regimenes_especiales,4,3,10,1,0,0.1,4.096
3.67,47.4,4.2,4.18,regimenes_especiales,4,3,10,1,0,0.1,4.033
4.39,63.2,3.1,4.35,regimenes_especiales,4,3,10,1,0,0.1,3.987
4.45,85.2,3.29,4.15,regimenes_especiales,4,3,10,1,0,0.1,3.982
3.6,69.4,3.43,4.66,regimenes_especiales,4,3,10,1,0,0.1,3.973
3.84,92.7,4.46,3.3,regimenes_especiales,4,3,10,1,0,0.1,3.81
4.31,93.3,3.64,3.25,regimenes_especiales,4,3,10,1,0,0.1,3.685
4.03,50.2,3.11,3.76,regimenes_especiales,4,3,10,1,0,0.1,3.646
3.55,73.5,3.8,3.09,regimenes_especiales,4,3,10,1,0,0.1,3.441
4.37,58.4,4.18,4.34,laboratorios,1,4,9,4,1,0.4444,4.301
4.51,83.4,4.39,3.52,laboratorios,1,4,9,4,1,0.4444,4.078
4.47,63.1,3.35,4.2,laboratorios,1,4,9,4,1,0.4444,4.026
4.24,86.8,3.69,4.11,laboratorios,1,4,9,4,1,0.4444,4.023
4.05,61.8,3.55,3.89,laboratorios,1,4,9,4,0,0.4444,3.836
3.81,48.8,3.76,3.81,laboratorios,1,4,9,4,0,0.4444,3.795
4.16,64.5,4.08,3.1,laboratorios,1,4,9,4,0,0.4444,3.712
4.76,76.7,3.6,2.96,laboratorios,1,4,9,4,0,0.4444,3.692
3.84,92.7,4.11,2.62,laboratorios,1,4,9,4,0,0.4444,3.433
4.52,72.0,4.61,4.79,laboratorios,4,4,6,3,1,0.5,4.655
3.99,62.6,4.29,4.81,laboratorios,4,4,6,3,1,0.5,4.408
3.76,82.5,4.12,4.92,laboratorios,4,4,6,3,1,0.5,4.332
4.35,90.5,4.69,2.73,laboratorios,4,4,6,3,0,0.5,3.804
4.69,47.4,4.11,2.84,laboratorios,4,4,6,3,0,0.5,3.776
4.59,59.5,3.49,3.01,laboratorios,4,4,6,3,0,0.5,3.628
4.76,56.4,4.21,4.68,academica,4,3,3,2,1,0.6667,4.563
4.53,71.4,3.38,4.4,academica,4,3,3,2,1,0.6667,4.133
3.71,30.2,3.54,4.18,academica,4,3,3,2,0,0.6667,3.847
4.85,50.6,4.51,4.79,academica,5,3,10,2,1,0.2,4.724
4.53,57.3,4.48,4.37,academica,5,3,10,2,1,0.2,4.451
4.67,37.9,3.42,4.77,academica,5,3,10,2,0,0.2,4.335
3.84,33.3,4.39,4.26,academica,5,3,10,2,0,0.2,4.173
4.13,40.5,3.93,4.12,academica,5,3,10,2,0,0.2,4.066
3.56,84.8,3.61,4.77,academica,5,3,10,2,0,0.2,4.059
4.38,75.5,3.64,3.21,academica,5,3,10,2,0,0.2,3.69
3.68,76.7,3.62,3.4,academica,5,3,10,2,0,0.2,3.55
3.56,56.3,3.79,3.1,academica,5,3,10,2,0,0.2,3.445
3.71,30.2,3.42,2.98,academica,5,3,10,2,0,0.2,3.331
3.72,74.4,4.61,4.31,cultural,2,4,6,4,1,0.6667,4.223
4.45,85.2,3.09,4.66,cultural,2,4,6,4,1,0.6667,4.126
4.35,90.5,4.11,3.96,cultural,2,4,6,4,1,0.6667,4.122
3.75,32.4,4.52,3.3,cultural,2,4,6,4,1,0.6667,3.801
3.64,46.0,4.48,2.54,cultural,2,4,6,4,0,0.6667,3.452
3.68,76.7,3.41,3.28,cultural,2,4,6,4,0,0.6667,3.439
3.83,48.6,4.64,4.92,academica,5,3,9,4,1,0.4444,4.509
4.78,84.0,3.76,4.58,academica,5,3,9,4,1,0.4444,4.394
4.76,56.4,4.0,4.14,academica,5,3,9,4,1,0.4444,4.284
3.84,92.7,3.98,4.79,academica,5,3,9,4,1,0.4444,4.262
4.85,67.6,4.28,3.73,academica,5,3,9,4,0,0.4444,4.231
4.18,82.9,3.34,4.49,academica,5,3,9,4,0,0.4444,4.052
4.23,63.3,3.34,4.3,academica,5,3,9,4,0,0.4444,3.991
4.7,84.7,4.37,3.14,academica,5,3,9,4,0,0.4444,3.977
4.17,94.0,3.3,3.32,academica,5,3,9,4,0,0.4444,3.569
4.59,58.9,4.89,4.17,biblioteca,3,4,11,1,1,0.0909,4.512
4.3,35.5,4.24,4.17,biblioteca,3,4,11,1,0,0.0909,4.23
4.86,45.6,3.07,4.62,biblioteca,3,4,11,1,0,0.0909,4.227
4.76,56.4,4.06,3.19,biblioteca,3,4,11,1,0,0.0909,3.922
4.21,36.0,4.69,3.08,biblioteca,3,4,11,1,0,0.0909,3.902
3.64,46.0,4.53,3.53,biblioteca,3,4,11,1,0,0.0909,3.863
3.66,61.9,4.23,3.71,biblioteca,3,4,11,1,0,0.0909,3.851
3.84,74.8,4.01,3.43,biblioteca,3,4,11,1,0,0.0909,3.727
4.76,62.3,4.1,2.53,biblioteca,3,4,11,1,0,0.0909,3.67
3.52,62.8,4.41,2.52,biblioteca,3,4,11,1,0,0.0909,3.387
3.89,68.2,3.98,2.52,biblioteca,3,4,11,1,0,0.0909,3.369
4.67,51.7,4.61,4.77,tic,6,4,11,1,1,0.0909,4.692
4.48,45.9,4.72,4.4,tic,6,4,11,1,0,0.0909,4.52
3.71,71.6,4.13,4.98,tic,6,4,11,1,0,0.0909,4.344
4.09,32.4,4.63,4.19,tic,6,4,11,1,0,0.0909,4.292
3.99,90.8,4.7,4.13,tic,6,4,11,1,0,0.0909,4.259
3.9,87.8,4.05,4.54,tic,6,4,11,1,0,0.0909,4.201
4.85,50.6,3.45,4.21,tic,6,4,11,1,0,0.0909,4.174
4.18,59.7,3.53,3.49,tic,6,4,11,1,0,0.0909,3.709
3.89,71.1,3.75,3.52,tic,6,4,11,1,0,0.0909,3.7
4.53,57.3,3.3,2.98,tic,6,4,11,1,0,0.0909,3.541
3.99,90.8,3.21,2.74,tic,6,4,11,1,0,0.0909,3.256
4.94,65.9,4.95,4.93,regimenes_especiales,6,3,11,4,1,0.3636,4.939
4.17,94.0,4.79,4.8,regimenes_especiales,6,3,11,4,1,0.3636,4.608
4.41,61.5,3.54,4.81,regimenes_especiales,6,3,11,4,1,0.3636,4.309
4.56,87.3,4.38,3.92,regimenes_especiales,6,3,11,4,1,0.3636,4.25
3.76,82.5,4.27,4.26,regimenes_especiales,6,3,11,4,0,0.3636,4.113
3.81,89.5,3.46,4.75,regimenes_especiales,6,3,11,4,0,0.3636,4.081
4.18,32.9,3.17,4.61,regimenes_especiales,6,3,11,4,0,0.3636,4.049
4.7,84.7,3.75,3.69,regimenes_especiales,6,3,11,4,0,0.3636,4.011
3.67,47.4,4.09,4.15,regimenes_especiales,6,3,11,4,0,0.3636,3.988
3.9,32.3,4.37,3.2,regimenes_especiales,6,3,11,4,0,0.3636,3.761
3.72,44.7,4.29,3.33,regimenes_especiales,6,3,11,4,0,0.3636,3.735
4.58,31.8,4.5,4.28,academica_cursos,4,4,4,3,1,0.75,4.436
4.54,58.3,4.92,3.97,academica_cursos,4,4,4,3,1,0.75,4.426
3.83,48.6,3.32,3.1,academica_cursos,4,4,4,3,1,0.75,3.385
3.55,86.9,3.8,2.69,academica_cursos,4,4,4,3,0,0.75,3.281
4.74,73.2,4.54,4.89,deportiva,4,3,10,3,1,0.3,4.74
4.69,47.4,4.98,4.31,deportiva,4,3,10,3,1,0.3,4.625
4.25,33.5,4.0,4.94,deportiva,4,3,10,3,1,0.3,4.451
4.24,86.8,4.99,3.73,deportiva,4,3,10,3,0,0.3,4.261
3.61,83.1,3.71,4.85,deportiva,4,3,10,3,0,0.3,4.136
3.64,78.1,3.79,4.43,deportiva,4,3,10,3,0,0.3,4.001
3.6,69.4,4.68,3.35,deportiva,4,3,10,3,0,0.3,3.824
4.13,76.4,4.51,2.85,deportiva,4,3,10,3,0,0.3,3.732
4.13,40.5,3.11,3.59,deportiva,4,3,10,3,0,0.3,3.608
3.83,48.6,3.06,3.18,deportiva,4,3,10,3,0,0.3,3.339
4.12,56.3,4.24,4.5,deportiva,4,3,12,2,1,0.1667,4.308
3.52,56.1,4.27,4.35,deportiva,4,3,12,2,1,0.1667,4.077
4.27,47.0,3.9,3.89,deportiva,4,3,12,2,0,0.1667,4.007
5.0,81.1,4.32,2.71,deportiva,4,3,12,2,0,0.1667,3.88
4.98,87.6,3.72,3.17,deportiva,4,3,12,2,0,0.1667,3.878
3.71,71.6,3.31,4.28,deportiva,4,3,12,2,0,0.1667,3.818
3.95,50.2,4.43,2.71,deportiva,4,3,12,2,0,0.1667,3.598
4.26,48.6,3.63,2.77,deportiva,4,3,12,2,0,0.1667,3.475
4.13,75.4,3.71,2.73,deportiva,4,3,12,2,0,0.1667,3.444
4.23,61.7,3.82,2.57,deportiva,4,3,12,2,0,0.1667,3.443
3.91,35.8,3.01,3.27,deportiva,4,3,12,2,0,0.1667,3.384
3.59,72.1,3.27,2.97,deportiva,4,3,12,2,0,0.1667,3.246
4.94,54.6,4.12,4.98,acreditacion,3,3,10,3,1,0.3,4.71
4.63,91.0,4.89,4.3,acreditacion,3,3,10,3,1,0.3,4.576
4.67,51.7,4.56,4.31,acreditacion,3,3,10,3,1,0.3,4.493
4.21,73.3,4.57,3.4,acreditacion,3,3,10,3,0,0.3,3.994
4.63,91.0,3.49,3.8,acreditacion,3,3,10,3,0,0.3,3.956
4.68,62.7,4.37,2.92,acreditacion,3,3,10,3,0,0.3,3.883
4.97,64.4,3.55,3.25,acreditacion,3,3,10,3,0,0.3,3.856
4.23,64.9,3.02,3.53,acreditacion,3,3,10,3,0,0.3,3.587
3.74,30.7,3.54,3.17,acreditacion,3,3,10,3,0,0.3,3.452
3.6,59.3,3.29,2.92,acreditacion,3,3,10,3,0,0.3,3.235
4.39,63.3,4.93,4.92,cultural,5,4,10,2,1,0.2,4.764
4.07,86.8,4.63,4.65,cultural,5,4,10,2,1,0.2,4.47
4.63,91.0,4.24,4.51,cultural,5,4,10,2,0,0.2,4.465
4.75,74.4,3.58,4.24,cultural,5,4,10,2,0,0.2,4.195
4.95,30.7,4.95,2.84,cultural,5,4,10,2,0,0.2,4.106
3.55,59.6,3.64,4.87,cultural,5,4,10,2,0,0.2,4.105
4.23,36.0,4.9,3.33,cultural,5,4,10,2,0,0.2,4.071
4.68,58.8,3.4,3.29,cultural,5,4,10,2,0,0.2,3.74
3.66,61.9,3.66,3.34,cultural,5,4,10,2,0,0.2,3.532
3.64,46.0,3.21,3.26,cultural,5,4,10,2,0,0.2,3.359
4.99,53.3,4.39,4.55,cultural,4,3,8,2,1,0.25,4.634
3.91,77.4,4.1,4.88,cultural,4,3,8,2,1,0.25,4.355
4.53,42.8,4.09,4.2,cultural,4,3,8,2,0,0.25,4.266
4.12,87.2,3.75,4.54,cultural,4,3,8,2,0,0.25,4.177
4.48,45.9,4.13,3.98,cultural,4,3,8,2,0,0.25,4.175
3.67,92.4,3.92,4.27,cultural,4,3,8,2,0,0.25,3.985
3.72,74.4,3.88,3.23,cultural,4,3,8,2,0,0.25,3.572
3.87,88.9,3.79,2.78,cultural,4,3,8,2,0,0.25,3.41
4.58,31.8,4.85,4.67,administrativa,4,3,12,4,1,0.3333,4.697
4.36,69.9,4.62,3.98,administrativa,4,3,12,4,1,0.3333,4.286
3.57,66.5,4.94,4.25,administrativa,4,3,12,4,1,0.3333,4.253
4.78,84.0,4.16,3.84,administrativa,4,3,12,4,1,0.3333,4.218
4.26,48.6,3.9,3.99,administrativa,4,3,12,4,0,0.3333,4.044
4.38,75.5,3.5,4.16,administrativa,4,3,12,4,0,0.3333,4.028
4.52,72.0,3.85,3.44,administrativa,4,3,12,4,0,0.3333,3.887
4.39,63.3,4.83,2.77,administrativa,4,3,12,4,0,0.3333,3.874
3.84,33.3,3.33,4.03,administrativa,4,3,12,4,0,0.3333,3.763
4.3,35.5,3.28,3.26,administrativa,4,3,12,4,0,0.3333,3.578
4.61,76.0,3.84,2.59,administrativa,4,3,12,4,0,0.3333,3.571
3.51,38.8,3.51,2.89,administrativa,4,3,12,4,0,0.3333,3.262
4.7,84.7,3.83,4.9,acreditacion,5,4,10,4,1,0.4,4.519
4.9,43.7,4.93,3.58,acreditacion,5,4,10,4,1,0.4,4.381
4.78,84.0,4.16,3.94,acreditacion,5,4,10,4,1,0.4,4.258
4.1,44.0,4.54,3.97,acreditacion,5,4,10,4,1,0.4,4.18
4.22,69.5,3.23,4.85,acreditacion,5,4,10,4,0,0.4,4.175
4.85,50.6,4.0,3.36,acreditacion,5,4,10,4,0,0.4,3.999
3.81,48.8,4.02,3.8,acreditacion,5,4,10,4,0,0.4,3.869
3.95,50.2,3.89,3.48,acreditacion,5,4,10,4,0,0.4,3.744
3.74,30.7,3.02,3.15,acreditacion,5,4,10,4,0,0.4,3.288
3.56,56.3,3.05,2.76,acreditacion,5,4,10,4,0,0.4,3.087
3.64,78.1,4.86,4.35,academica_cursos,5,3,8,3,1,0.375,4.29
4.39,63.2,3.69,4.46,academica_cursos,5,3,8,3,1,0.375,4.208
5.0,39.7,3.09,4.28,academica_cursos,5,3,8,3,1,0.375,4.139
4.1,44.0,3.22,4.5,academica_cursos,5,3,8,3,0,0.375,3.996
4.16,64.5,4.04,3.37,academica_cursos,5,3,8,3,0,0.375,3.808
3.51,53.7,3.2,4.3,academica_cursos,5,3,8,3,0,0.375,3.733
3.86,45.1,3.05,3.36,academica_cursos,5,3,8,3,0,0.375,3.417
3.89,71.1,3.9,2.67,academica_cursos,5,3,8,3,0,0.375,3.405
4.4,52.8,3.78,4.26,biblioteca,6,3,11,2,1,0.1818,4.158
4.47,63.1,3.41,4.38,biblioteca,6,3,11,2,1,0.1818,4.116
4.53,57.3,4.92,3.08,biblioteca,6,3,11,2,0,0.1818,4.067
4.94,54.6,3.32,3.9,biblioteca,6,3,11,2,0,0.1818,4.038
3.93,58.9,3.2,4.68,biblioteca,6,3,11,2,0,0.1818,4.011
4.92,33.7,3.06,4.04,biblioteca,6,3,11,2,0,0.1818,4.01
4.14,49.5,3.39,3.98,biblioteca,6,3,11,2,0,0.1818,3.851
3.64,46.0,4.28,3.58,biblioteca,6,3,11,2,0,0.1818,3.808
4.85,67.6,3.37,3.31,biblioteca,6,3,11,2,0,0.1818,3.79
4.4,42.2,3.81,2.96,biblioteca,6,3,11,2,0,0.1818,3.647
3.57,66.5,4.62,2.66,biblioteca,6,3,11,2,0,0.1818,3.521
4.63,61.0,4.84,3.98,cultural,6,3,7,1,1,0.1429,4.433
3.96,69.1,4.35,4.5,cultural,6,3,7,1,0,0.1429,4.293
3.84,74.8,4.34,3.72,cultural,6,3,7,1,0,0.1429,3.942
3.7,44.1,4.93,3.28,cultural,6,3,7,1,0,0.1429,3.901
